root	surfaces	lex	Anlam	active	Id	flags	rules	Ekler	AltTür	Dil	BüyükHarf	FY_EDILGEN_(U)n	FY_EDILGEN_Ul	Geçişlilik	E-hali
biberon					ISIM	isim				Fransızca	Hayır				
bibi					ISIM	isim				Farsça	Hayır				
bibliyofil					ISIM	isim				Fransızca	Hayır				
bibliyograf					ISIM	isim				Fransızca	Hayır				
bibliyografi					ISIM	isim				Fransızca	Hayır				
bibliyografik	bibliyografiğ				SIFAT	sıfat	YUMUSAMA_kğ			Fransızca	Hayır				
bibliyografya					ISIM	isim				Yunanca	Hayır				
bibliyoman					ISIM	isim				Fransızca	Hayır				
bibliyomani					ISIM	isim				Fransızca	Hayır				
bibliyotek	bibliyoteğ				ISIM	isim	YUMUSAMA_kğ	ği		Fransızca	Hayır				
biblo					ISIM	isim				Fransızca	Hayır				
bicik	biciğ				ISIM	isim	YUMUSAMA_kğ	ği		Türkçe	Hayır				
biç					FIIL	fiil, genis_Ar		er		Türkçe					
biçare					SIFAT	sıfat				Farsça	Hayır				
biçem					ISIM	isim			edebiyat	Türkçe	Hayır				
biçenek	biçeneğ				ISIM	isim	YUMUSAMA_kğ	ği		Türkçe	Hayır				
biçerbağlar					ISIM	isim				Türkçe	Hayır				
biçerdöver					ISIM	isim				Türkçe	Hayır				
biçim					ISIM	isim									
biçimlenim					ISIM	isim									
biçki					ISIM	isim				Türkçe	Hayır				
bidar					SIFAT	sıfat				Farsça	Hayır				
bidat		bidát			ISIM	isim	OZEL_INCELME_A	ti	din bilgisi	Arapça	Hayır				
bidayet					ISIM	isim				Arapça	Hayır				
bide					ISIM	isim				Fransızca	Hayır				
bidon					ISIM	isim				Fransızca	Hayır				
bienal		bienál			SIFAT	sıfat	OZEL_INCELME_A	li		Fransızca	Hayır				
biftek	bifteğ				ISIM	isim	YUMUSAMA_kğ	ği		Fransızca	Hayır				
Biga					OZEL	özel			ilçe	Rumca	Evet				
Bigadiç					OZEL	özel			ilçe		Evet				
bigane		bigâne			SIFAT	sıfat, şapkasız	SAPKA_DUSUR_A			Farsça	Hayır				
bigâne					SIFAT	sıfat, şapkalı				Farsça	Hayır				
bigudi					ISIM	isim				Fransızca	Hayır				
bigünah					SIFAT	sıfat				Farsça	Hayır				
bihaber					SIFAT	sıfat				Fa-Ar	Hayır				
bihakkın					ZARF	zarf				Arapça	Hayır				
bihuş					SIFAT	sıfat				Farsça	Hayır				
biilaç		bîilaç			SIFAT	sıfat, şapkasız	SAPKA_DUSUR_I			Fa-Ar	Hayır				
bîilaç					SIFAT	sıfat, şapkalı				Fa-Ar	Hayır				
bijuteri					ISIM	isim				Fransızca	Hayır				
bikarar					SIFAT	sıfat				Fa-Ar	Hayır				
bikarbonat					ISIM	isim			kimya	Fransızca	Hayır				
bikes					SIFAT	sıfat				Farsça	Hayır				
bikini					ISIM	isim				Fransızca	Hayır				
bikir	bikr				ISIM	isim	DUSME_SON_UNLU	kri		Arapça	Hayır				
bil					FIIL	fiil					Hayır	E		Evet	
bilahare					ZARF	zarf				Arapça	Hayır				
bilaistisna					ZARF	zarf				Arapça	Hayır				
bilakayduşart					ZARF	zarf				Arapça	Hayır				
bilakis					ZARF	zarf				Arapça	Hayır				
bilanço					ISIM	isim			ekonomi	İtalyanca	Hayır				
bilar					ISIM	isim			denizcilik		Hayır				
bilardo					ISIM	isim				İtalyanca	Hayır				
bilasebep					ZARF	zarf				Arapça	Hayır				
bilavasıta					SIFAT	sıfat				Arapça	Hayır				
bilcümle					SIFAT	sıfat				Arapça	Hayır				
bildik	bildiğ				SIFAT	sıfat	YUMUSAMA_kğ								
bildir					FIIL	fiil				Türkçe					
bildirge					ISIM	isim				Türkçe	Hayır				
bildiri					ISIM	isim				Türkçe	Hayır				
bildirim					ISIM	isim									
bildirişim					ISIM	isim									
bile					BAGLAC	bağlaç				Türkçe	Hayır				
bile	bili				FIIL	fiil				Türkçe					
bilecen					SIFAT	sıfat				Türkçe	Hayır				
Bilecik					OZEL	özel		k'i	il	Rumca	Evet				
bileği					ISIM	isim				Türkçe	Hayır				
bilek	bileğ				ISIM	isim	YUMUSAMA_kğ	ği		Türkçe	Hayır				
bileş					FIIL	fiil				Türkçe					
bileşen					ISIM	isim				Türkçe	Hayır				
bileşik	bileşiğ				SIFAT	sıfat	YUMUSAMA_kğ	ği		Türkçe	Hayır				
bileşikgiller					ISIM	isim			bitki bilimi	Türkçe	Hayır				
bileşim					ISIM	isim									
bileşke					ISIM	isim				Türkçe	Hayır				
bilet					ISIM	isim				Fransızca	Hayır				
bilezik	bileziğ				ISIM	isim	YUMUSAMA_kğ	ği		Türkçe	Hayır				
bilfarz					EDAT	edat				Arapça	Hayır				
bilfiil					ZARF	zarf				Arapça	Hayır				
bilge					SIFAT	sıfat				Türkçe	Hayır				
bilgi					ISIM	isim				Türkçe	Hayır				
bilgiç	bilgic				SIFAT	sıfat	YUMUSAMA_çc	ci		Türkçe	Hayır				
bilgilen					FIIL	fiil				Türkçe					
bilgin					ISIM	isim				Türkçe	Hayır				
bilgisayar					ISIM	isim			bilişim	Türkçe	Hayır				
bilgiyazar					ISIM	isim				Türkçe	Hayır				
bilhassa					ZARF	zarf				Arapça	Hayır				
bili					ISIM	isim				Türkçe	Hayır				
bililtizam					ZARF	zarf				Arapça	Hayır				
bilim					ISIM	isim									
bilimsever					SIFAT	sıfat				Türkçe	Hayır				
bilinç	bilinc				ISIM	isim	YUMUSAMA_çc	ci		Türkçe	Hayır				
bilinçalt					TAMLAMA	isim			ruh bilimi	Türkçe	Hayır				
bilinçlen					FIIL	fiil				Türkçe					
bilindik	bilindiğ				SIFAT	sıfat	YUMUSAMA_kğ								
bilinemez					SIFAT	kök_değil									
bilinmeyen					SIFAT	sıfat									
bilinmez					SIFAT	sıfat, kök_değil									
bilirkişi					ISIM	isim				Türkçe	Hayır				
bilirlik	bilirliğ				ISIM	isim	YUMUSAMA_kğ								
bilistifade					ZARF	zarf				Arapça	Hayır				
biliş					FIIL	fiil									
bilişim					ISIM	isim									
billahi					ISIM	isim				Arapça	Hayır				
billur					ISIM	isim				Arapça	Hayır				
billuri					SIFAT	sıfat				Arapça	Hayır				
billuriye					SIFAT	sıfat				Arapça	Hayır				
bilmece					ISIM	isim									
bilmezle	bilmezli				FIIL	fiil				Türkçe					
bilmukabele					ZARF	zarf				Arapça	Hayır				
bilmünasebe					ZARF	zarf				Arapça	Hayır				
bilsat					ISIM	isim				Türkçe	Hayır				
bilumum					SIFAT	sıfat				Arapça	Hayır				
bilvasıta					ZARF	zarf				Arapça	Hayır				
bilye					ISIM	isim				İtalyanca	Hayır				
bilyon					ISIM	isim				Fransızca	Hayır				
bin					SAYI	sayı									
bin					FIIL	fiil, genis_Ar		er		Türkçe					
bina					ISIM	isim				Arapça	Hayır				
binaen					ZARF	zarf				Arapça	Hayır				
binaenaleyh					ZARF	zarf				Arapça	Hayır				
binbaşı					ISIM	isim		yı	askerlik	Türkçe	Hayır				
binbir					SIFAT	sıfat				Türkçe	Hayır				
bindallı					ISIM	isim				Türkçe	Hayır				
bindir					FIIL	fiil				Türkçe					
bindirim					ISIM	isim									
binek	bineğ				SIFAT	sıfat	YUMUSAMA_kğ	ği		Türkçe	Hayır				
bingi					ISIM	isim			mimarlık	Türkçe	Hayır				
Bingöl					OZEL	özel			il	Türkçe	Evet				
bini					ISIM	isim				Türkçe	Hayır				
binit					ISIM	isim				Türkçe	Hayır				
binit					ISIM	isim				Türkçe	Hayır				
binkat					ZARF	zarf				Türkçe	Hayır				
binnetice					ZARF	zarf				Arapça	Hayır				
binyıl					ISIM	isim				Türkçe	Hayır				
biperva					SIFAT	sıfat				Farsça	Hayır				
bir					SAYI	sayı, isim, sıfat									
bira					ISIM	isim				İtalyanca	Hayır				
birader					ISIM	isim				Farsça	Hayır				
birahane					ISIM	isim				İt-Fa	Hayır				
biraz					SIFAT	sıfat, azlık				Türkçe	Hayır				
birbiri					ZAMIR	zamir									
birbirleri					ZAMIR	zamir									
birçok	birçoğ				SIFAT	sıfat	YUMUSAMA_kğ			Türkçe	Hayır				
birdenbire					ZARF	zarf				Türkçe	Hayır				
birdirbir					ISIM	isim				Türkçe	Hayır				
birebir					SIFAT	sıfat				Türkçe	Hayır				
Birecik					OZEL	özel		k'i	ilçe	Türkçe	Evet				
bireşim					ISIM	isim				Türkçe	Hayır				
birey					ISIM	isim				Türkçe	Hayır				
biri					ZAMIR_BELIRSIZLIK	zamir									
biricik	biriciğ				SIFAT	sıfat	YUMUSAMA_kğ	ği		Türkçe	Hayır				
birik					FIIL	fiil				Türkçe					
birikeç	birikec				ISIM	isim	YUMUSAMA_çc								
birikim					ISIM	isim									
birikinti					ISIM	isim				Türkçe	Hayır				
biriktirim					ISIM	isim									
birim					ISIM	isim				Türkçe	Hayır				
birincasıf					ISIM	isim			bitki bilimi		Hayır				
birincil					SIFAT	sıfat				Türkçe	Hayır				
birkaç					SIFAT	sıfat				Türkçe	Hayır				
birle	birli				FIIL	fiil				Türkçe					
birleş					FIIL	fiil				Türkçe					
birleşik	birleşiğ				SIFAT	sıfat	YUMUSAMA_kğ	ği		Türkçe	Hayır				
birleşim					ISIM	isim									
birliktelik	birlikteliğ				ISIM	isim	YUMUSAMA_kğ								
birsam					ISIM	isim			ruh bilimi	Arapça	Hayır				
birtakım					SIFAT	sıfat				Türkçe	Hayır				
birun					ISIM	isim			tarih	Farsça	Hayır				
biryan					ISIM	isim				Farsça	Hayır				
biseksüel					SIFAT	sıfat				Fransızca	Hayır				
bisiklet					ISIM	isim				Fransızca	Hayır				
bisküvi					ISIM	isim				Fransızca	Hayır				
Bismil					OZEL	özel			ilçe		Evet				
bismillah					ISIM	isim				Arapça	Hayır				
bistro					ISIM	isim				Fransızca	Hayır				
bisturi					ISIM	isim				Fransızca	Hayır				
bisülfat					ISIM	isim			kimya	Fransızca	Hayır				
bisülfür					ISIM	isim			kimya	Fransızca	Hayır				
bişek	bişeğ				ISIM	isim	YUMUSAMA_kğ	ği		Türkçe	Hayır				
bişi					ISIM	isim				Türkçe	Hayır				
bit					ISIM	isim			hayvan bilimi	Türkçe	Hayır				
bit				F	FIIL	fiil, genis_Ar		er		Türkçe					
bit					FIIL	fiil, genis_Ar		er		Türkçe					
bitap					SIFAT	sıfat				Farsça	Hayır				
bitaraf					SIFAT	sıfat				Fa-Ar	Hayır				
bitek	biteğ				SIFAT	sıfat	YUMUSAMA_kğ			Türkçe	Hayır				
bitelge					ISIM	isim				Türkçe	Hayır				
bitevi					ZARF	zarf				Türkçe	Hayır				
biteviye					ZARF	zarf				Türkçe	Hayır				
biteviyelik	biteviyeliğ				SIFAT	sıfat	YUMUSAMA_kğ								
bitey					ISIM	isim			bitki bilimi	Türkçe	Hayır				
bitik	bitiğ				SIFAT	sıfat	YUMUSAMA_kğ	ği		Türkçe	Hayır				
bitim					ISIM	isim									
bitir					FIIL	fiil, ettirtgen_t				Türkçe	Hayır		E	Evet	
bitirim					SIFAT	sıfat									
bitirimhane					ISIM	isim				Tr-Fa	Hayır				
bitiş					FIIL	fiil				Türkçe					
bitişik	bitişiğ				SIFAT	sıfat	YUMUSAMA_kğ	ği		Türkçe	Hayır				
bitişken					SIFAT	sıfat			dil bilgisi	Türkçe	Hayır				
bitki					ISIM	isim			bitki bilimi	Türkçe	Hayır				
bitkin					SIFAT	sıfat				Türkçe	Hayır				
Bitlis					OZEL	özel			il	Rumca	Evet				
bitnik	bitniğ				ISIM	isim	YUMUSAMA_kğ	ği		İngilizce	Hayır				
bitpazar					TAMLAMA	isim					Hayır				
bittabi					ZARF	zarf				Arapça	Hayır				
bitter					ISIM	isim				Almanca	Hayır				
bitüm					ISIM	isim			jeoloji	Fransızca	Hayır				
bitümle	bitümli				FIIL	fiil									
bivefa					SIFAT	sıfat				Farsça	Hayır				
biyaprak	biyaprağ				ISIM	isim	YUMUSAMA_kğ	ğı	bitki bilimi		Hayır				
biye					ISIM	isim				Fransızca	Hayır				
biyel					ISIM	isim				Fransızca	Hayır				
biyodizel					ISIM	isim				Fransızca	Hayır				
biyoelektrik	biyoelektriğ				ISIM	isim	YUMUSAMA_kğ	ği		Fransızca	Hayır				
biyoelektronik	biyoelektroniğ				ISIM	isim	YUMUSAMA_kğ	ği		Fransızca	Hayır				
biyoenerji					ISIM	isim				Fransızca	Hayır				
biyofizik	biyofiziğ				ISIM	isim	YUMUSAMA_kğ	ği		Fransızca	Hayır				
biyogaz					ISIM	isim				Fransızca	Hayır				
biyograf					ISIM	isim				Fransızca	Hayır				
biyografi					ISIM	isim				Fransızca	Hayır				
biyografik	biyografiğ				SIFAT	sıfat	YUMUSAMA_kğ			Fransızca	Hayır				
biyojeografi					ISIM	isim				Fransızca	Hayır				
biyokatalizör					ISIM	isim				Fransızca	Hayır				
biyokimya					ISIM	isim			kimya	Fransızca	Hayır				
biyokütle					ISIM	isim				Fransızca	Hayır				
biyolog	biyoloğ				ISIM	isim	YUMUSAMA_gğ	ğu		Fransızca	Hayır				
biyoloji					ISIM	isim				Fransızca	Hayır				
biyolojik	biyolojiğ				SIFAT	sıfat	YUMUSAMA_kğ			Fransızca	Hayır				
biyomedikal		biyomedikál			SIFAT	sıfat	OZEL_INCELME_A	li		Fransızca	Hayır				
biyomekanik	biyomekaniğ				ISIM	isim	YUMUSAMA_kğ	ği		Fransızca	Hayır				
biyometeoroloji					ISIM	isim				Fransızca	Hayır				
biyometeorolojik	biyometeorolojiğ				SIFAT	sıfat	YUMUSAMA_kğ			Fransızca	Hayır				
biyomikroskop	biyomikroskob				ISIM	isim	YUMUSAMA_pb	bu		Fransızca	Hayır				
biyonik	biyoniğ				SIFAT	sıfat	YUMUSAMA_kğ			Fransızca	Hayır				
biyopsi					ISIM	isim			tıp	Fransızca	Hayır				
biyosfer					ISIM	isim				Fransızca	Hayır				
biyoşimi					ISIM	isim				Fransızca	Hayır				
biyotit					ISIM	isim			jeoloji	Fransızca	Hayır				
biyotop					ISIM	isim				Fransızca	Hayır				
biz					ZAMIR_SAHIS_BIZ	zamir	OZEL_benim			Türkçe	Hayır				
bizar					SIFAT	sıfat				Farsça	Hayır				
bizatihi					ZARF	zarf				Arapça	Hayır				
bizcileyin					ZARF	zarf				Türkçe	Hayır				
bizle	bizli			F	FIIL	fiil				Türkçe					
bizlengiç	bizlengic				ISIM	isim	YUMUSAMA_çc	ci		Türkçe	Hayır				
bizmut					ISIM	isim			kimya	Fransızca	Hayır				
bizon					ISIM	isim			hayvan bilimi	Fransızca	Hayır				
bizzat					ZARF	zarf				Arapça	Hayır				
blastula					ISIM	isim			biyoloji	Fransızca	Hayır				
blender					ISIM	isim				İngilizce	Hayır				
blok					ISIM	isim				Fransızca	Hayır				
blokaj					ISIM	isim				Fransızca	Hayır				
bloke					SIFAT	sıfat				Fransızca	Hayır				
bloknot					ISIM	isim				Fransızca	Hayır				
blöf					ISIM	isim				Fransızca	Hayır				
blöf					ISIM	isim			denizcilik	İngilizce	Hayır				
blucin					ISIM	isim				İngilizce	Hayır				
blum					ISIM	isim				Fransızca	Hayır				
bluz					ISIM	isim				Fransızca	Hayır				
boa					ISIM	isim			hayvan bilimi	Fransızca	Hayır				
boagiller					ISIM	isim			hayvan bilimi		Hayır				
bobin					ISIM	isim				Fransızca	Hayır				
bobinaj					ISIM	isim			fizik	Fransızca	Hayır				
boca					ISIM	isim			denizcilik	İtalyanca	Hayır				
bocala	bocalı				FIIL	fiil									
boci					ISIM	isim					Hayır				
bocuk	bocuğ				ISIM	isim	YUMUSAMA_kğ	ğu		Rusça	Hayır				
bocurgat					ISIM	isim				Rumca	Hayır				
bodosla	bodoslu				FIIL	fiil									
bodoslama					ISIM	isim				Rumca	Hayır				
bodrum					ISIM	isim				Rumca	Hayır				
Bodrum					OZEL	özel			ilçe	Rumca	Evet				
boduç	boduc				ISIM	isim	YUMUSAMA_çc	cu		Türkçe	Hayır				
bodur					SIFAT	sıfat				Türkçe	Hayır				
boğ					FIIL	fiil, genis_Ar				Türkçe	Hayır		E	Evet	
boğ					FIIL	fiil, genis_Ar		ar		Türkçe					
boğa					ISIM	isim				Türkçe	Hayır				
Boğa					OZEL	özel			gök bilimi/burç	Türkçe	Evet				
boğada					ISIM	isim				İtalyanca	Hayır				
boğak	boğağ				ISIM	isim	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
boğanak	boğanağ				ISIM	isim	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
boğasa	boğası				FIIL	fiil				Türkçe					
boğası					ISIM	isim				İspanyolca	Hayır				
boğata					ISIM	isim			denizcilik		Hayır				
boğaz					ISIM	isim				Türkçe	Hayır				
Boğazkale					OZEL	özel			ilçe	Tr-Ar	Evet				
boğazkesen					ISIM	isim				Türkçe	Hayır				
boğazla	boğazlı				FIIL	fiil				Türkçe					
Boğazlıyan					OZEL	özel			ilçe	Türkçe	Evet				
boğuk	boğuğ				SIFAT	sıfat	YUMUSAMA_kğ	ğu		Türkçe	Hayır				
boğum					ISIM	isim									
boğumla	boğumlu				FIIL	fiil				Türkçe					
boğunç	boğunc				ISIM	isim	YUMUSAMA_çc	cu		Türkçe	Hayır				
boğuntu					ISIM	isim				Türkçe	Hayır				
boğuş					FIIL	fiil									
bohça					ISIM	isim				Türkçe	Hayır				
bohçala	bohçalı				FIIL	fiil				Türkçe					
bohem					SIFAT	sıfat				Fransızca	Hayır				
bohriyum					ISIM	isim			kimya	Latince	Hayır				
bok					ISIM	isim				Türkçe	Hayır				
bokla	boklu				FIIL	fiil				Türkçe					
boks					ISIM	isim			spor	Fransızca	Hayır				
boksit					ISIM	isim			mineraloji	Fransızca	Hayır				
boksör					ISIM	isim			spor	Fransızca	Hayır				
bol		ból			ISIM	isim	OZEL_INCELME_O	lü		Fransızca	Hayır				
bol					SIFAT	sıfat				Türkçe	Hayır				
bolal					FIIL	fiil				Türkçe					
bolar					FIIL	fiil				Türkçe					
bold					ISIM	isim				İngilizce	Hayır				
bolero					ISIM	isim				Fransızca	Hayır				
boliçe					ISIM	isim				İbranice	Hayır				
Bolivya					OZEL	özel			ülke		Evet				
bollan					FIIL	fiil				Türkçe					
bolometre					ISIM	isim			fizik	Fransızca	Hayır				
Bolşevik					OZEL	özel		ği	siyaset bilimi	Fransızca	Evet				
Bolşevizm					OZEL	özel			siyaset bilimi	Fransızca	Evet				
Bolu					OZEL	özel			il	Türkçe	Evet				
Bolvadin					OZEL	özel			ilçe		Evet				
bom					ISIM	isim					Hayır				
bomba					ISIM	isim				İtalyanca	Hayır				
bomba					ISIM	isim			denizcilik	İtalyanca	Hayır				
bombala	bombalı				FIIL	fiil									
bombardıman					ISIM	isim			askerlik	Fransızca	Hayır				
bombardon					ISIM	isim			müzik	Fransızca	Hayır				
bombe					ISIM	isim				Fransızca	Hayır				
bombok	bomboğ				SIFAT	sıfat	YUMUSAMA_kğ			Türkçe	Hayır				
bomboş					SIFAT	sıfat				Türkçe	Hayır				
bomboz					SIFAT	sıfat				Türkçe	Hayır				
bonbon					ISIM	isim				Fransızca	Hayır				
boncuk	boncuğ				ISIM	isim	YUMUSAMA_kğ	ğu		Türkçe	Hayır				
boncuklan					FIIL	fiil				Türkçe					
bone					ISIM	isim				Fransızca	Hayır				
bonfile					ISIM	isim				Fransızca	Hayır				
bonjur					UNLEM	ünlem				Fransızca	Hayır				
bonkör					SIFAT	sıfat				Fransızca	Hayır				
bonmarşe					ISIM	isim				Fransızca	Hayır				
bono					ISIM	isim			hukuk	İtalyanca	Hayır				
bonservis					ISIM	isim				Fransızca	Hayır				
bop					ISIM	isim				Sırpça	Hayır				
bopstil					ISIM	isim					Hayır				
bor					ISIM	isim			kimya	Fransızca	Hayır				
Bor					OZEL	özel			ilçe		Evet				
bor					SIFAT	sıfat				Türkçe	Hayır				
bora					ISIM	isim				Türkçe	Hayır				
borak	borağ				SIFAT	sıfat	YUMUSAMA_kğ			Türkçe	Hayır				
boraks					ISIM	isim			kimya	Fransızca	Hayır				
boran					ISIM	isim			coğrafya	Türkçe	Hayır				
borani					ISIM	isim				Farsça	Hayır				
borasit	borasid				ISIM	isim	YUMUSAMA_td	di	mineraloji	Fransızca	Hayır				
borat					ISIM	isim			kimya	Fransızca	Hayır				
borazan					ISIM	isim				Tr-Fa	Hayır				
borazancıbaşı					ISIM	isim					Hayır				
borç	borc				ISIM	isim	YUMUSAMA_çc	cu		Türkçe	Hayır				
borç					ISIM	isim				Rusça	Hayır				
Borçka					OZEL	özel			ilçe		Evet				
borçlan					FIIL	fiil				Türkçe					
borda					ISIM	isim			denizcilik	İtalyanca	Hayır				
bordo					ISIM	isim				Fransızca	Hayır				
bordomtırak	bordomtırağ				SIFAT	sıfat	YUMUSAMA_kğ				Hayır				
bordro					ISIM	isim				Fransızca	Hayır				
bordür					ISIM	isim				Fransızca	Hayır				
borik	boriğ				ISIM	isim	YUMUSAMA_kğ	ği	kimya	Fransızca	Hayır				
borina					ISIM	isim			denizcilik	İtalyanca	Hayır				
Bornova					OZEL	özel			ilçe		Evet				
bornoz					ISIM	isim				Arapça	Hayır				
borsa					ISIM	isim			ekonomi	İtalyanca	Hayır				
borş					ISIM	isim				Rusça	Hayır				
boru					ISIM	isim				Türkçe	Hayır				
boruk	boruğ				ISIM	isim	YUMUSAMA_kğ	ğu	bitki bilimi	Türkçe	Hayır				
Bosna					OZEL	özel			ülke		Evet				
Bosna Hersek					OZEL	özel			ülke		Evet				
bostan					ISIM	isim				Farsça	Hayır				
boş					SIFAT	sıfat				Türkçe	Hayır				
boşa	boşu				FIIL	fiil				Türkçe					
boşal					FIIL	fiil, ettirgen_t				Türkçe					
boşalım					ISIM	isim									
boşaltaç	boşaltac				ISIM	isim	YUMUSAMA_çc	cı	fizik	Türkçe	Hayır				
boşaltı					ISIM	isim				Türkçe	Hayır				
boşaltım					ISIM	isim									
boşan					FIIL	fiil, dönüşlü				Türkçe	Hayır		E	Hayır	
boşan					FIIL	fiil				Türkçe					
boşboğaz					SIFAT	sıfat				Türkçe	Hayır				
boşla	boşlu				FIIL	fiil				Türkçe					
Boşnak					OZEL	özel		ğı	halk	Sırpça	Evet				
Boşnakça					ISIM	isim, sıfat			lisan		Evet				
boşvermiş					SIFAT	sıfat				Türkçe	Hayır				
bot					ISIM	isim				İngilizce	Hayır				
bot					ISIM	isim				Fransızca	Hayır				
botanik	botaniğ				ISIM	isim	YUMUSAMA_kğ	ği	bitki bilimi	Fransızca	Hayır				
Botsvana					OZEL	özel			ülke						
boy					ISIM	isim				Türkçe	Hayır				
boy				F	ISIM	isim			toplum bilimi	Türkçe	Hayır				
boya					ISIM	isim				Türkçe	Hayır				
boya	boyu				FIIL	fiil				Türkçe					
Boyabat					OZEL	özel		t'ı	ilçe		Evet				
boyahane					ISIM	isim				Tr-Fa	Hayır				
boyala	boyalı				FIIL	fiil				Türkçe					
boyana					ISIM	isim			denizcilik	İtalyanca	Hayır				
boyar					ISIM	isim			tarih	Rusça	Hayır				
boydak	boydağ				ISIM	isim	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
boydaş					SIFAT	sıfat				Türkçe	Hayır				
boykot					ISIM	isim				Fransızca	Hayır				
boykotaj					ISIM	isim				Fransızca	Hayır				
boyla	boylu				FIIL	fiil				Türkçe					
boylam					ISIM	isim									
boyler					ISIM	isim				İngilizce	Hayır				
boyler					ISIM	isim				İngilizce	Hayır				
boyna					ISIM	isim			denizcilik	İtalyanca	Hayır				
boynueğri					ISIM	isim			hayvan bilimi	Türkçe	Hayır				
boynuz					ISIM	isim				Türkçe	Hayır				
boynuzla	boynuzlu				FIIL	fiil				Türkçe					
boynuzlugiller					ISIM	isim			hayvan bilimi	Türkçe	Hayır				
boynuzluteke					ISIM	isim			hayvan bilimi	Türkçe	Hayır				
boyoz					ISIM	isim				Latince	Hayır				
boyun	boyn				ISIM	isim	DUSME_SON_UNLU	ynu	anatomi	Türkçe	Hayır				
boyunca					ZARF	zarf				Türkçe	Hayır				
boyunduruk	boyunduruğ				ISIM	isim	YUMUSAMA_kğ	ğu		Türkçe	Hayır				
boyut					ISIM	isim				Türkçe	Hayır				
boz					ISIM	isim				Türkçe	Hayır				
boz				F	FIIL	fiil, genis_Ar		ar		Türkçe	Hayır		E	Evet	
boz					FIIL	fiil, genis_Ar		ar		Türkçe					
boza					ISIM	isim				Türkçe	Hayır				
bozahane					ISIM	isim				Tr-Fa	Hayır				
bozar					FIIL	fiil				Türkçe					
bozarık	bozarığ				SIFAT	sıfat	YUMUSAMA_kğ	ğı		Türkçe	Hayır				
bozayı					ISIM	isim			hayvan bilimi	Türkçe	Hayır				
bozbakkal					ISIM	isim			hayvan bilimi		Hayır				
Bozcaada					OZEL	özel			ilçe	Türkçe	Evet				
